bbox,full_id,direction,longitude,latitude
13,n9195273538,forward,9.9858983,53.5742548
2,n10215554087,forward,10.0386623,53.5595747
12,n703614566,backward,9.9730016,53.5744025
12,n6879661947,forward,9.969929,53.5838783
0,n8024949548,forward,9.9689054,53.5513341
2,n8691246759,backward,10.0457073,53.5641689
8,n627291200,,10.100482,53.5846352
4,n614848290,,10.0486714,53.5850546
13,n606941755,backward,9.9886571,53.5728423
7,n11465946300,forward,10.0074865,53.4556539
4,n16477026,,10.0467756,53.5915034
0,n8835177797,forward,9.9625821,53.5487036
7,n6553330964,backward,9.9818987,53.4583264
4,n5452232165,,10.0459994,53.5883527
2,n5682398300,,10.0531487,53.5610348
13,n7449146033,backward,10.002542,53.5874097
4,n614848291,,10.0483561,53.585119
11,n8441464448,forward,10.1885976,53.6082663
0,n10947365526,,9.9481898,53.5488593
7,n6461327742,backward,9.9875274,53.4504877
1,n621428796,,10.140086,53.6289347
14,n2989175195,both,10.1498286,53.5261754
0,n1516374726,backward,9.9537076,53.545604
9,n1364286766,both,9.9052654,53.6080889
0,n6611847089,forward,9.9598323,53.5494657
7,n6300855674,forward,9.9855363,53.4565419
12,n8812271333,forward,9.9654479,53.5788492
9,n4743597880,forward,9.9078505,53.6203339
12,n8953328610,backward,9.9577398,53.57237
1,n420891835,,10.1326441,53.6241697
2,n623781769,,10.0646251,53.5598351
13,n5588544120,forward,9.9916535,53.5888985
2,n5682404092,,10.0617174,53.5603162
4,n5961641503,backward,10.038672,53.5912214
7,n6389208732,forward,9.9891478,53.456525
12,n8116377251,backward,9.9563071,53.5682473
12,n8812248519,forward,9.9573602,53.5803535
8,n627291198,,10.1006888,53.5844811
12,n8423211339,backward,9.9756057,53.5829785
12,n8812248520,backward,9.9573568,53.5807233
12,n2467318849,,9.978339,53.5728613
4,n6422763464,,10.0474416,53.5843694
12,n9006605437,forward,9.9820509,53.5854344
13,n9195273527,forward,9.9861298,53.5774106
7,n6373113599,forward,9.9982104,53.4636711
4,n2758262373,forward,10.0331217,53.5882583
13,n610574740,backward,9.991907,53.5891053
7,n1425423377,backward,10.0070929,53.45535
12,n5795710256,forward,9.9692543,53.5839591
13,n619078235,,9.9857914,53.5812478
7,n5758596645,backward,9.9874196,53.4498639
7,n1329539809,forward,9.9985323,53.4635503
12,n3950848026,,9.9784087,53.5724222
12,n8812271340,backward,9.9631439,53.5793041
11,n6876207698,backward,10.1745482,53.6148504
9,n1370785793,forward,9.9085959,53.622907
0,n6745522399,forward,9.972299,53.5454969
0,n5925976879,forward,9.9707793,53.5503066
2,n286290625,both,10.061677,53.5544898
7,n5555104963,,9.9862544,53.4599206
7,n6389319773,forward,9.994262,53.4652878
4,n10009310684,forward,10.0446803,53.5914792
2,n6125462000,forward,10.059238,53.5509852
2,n6300870112,,10.0421408,53.5606358
4,n8849336560,forward,10.0598552,53.5942287
0,n9380037992,forward,9.9694132,53.5462046
11,n9467152313,forward,10.1935831,53.6095159
9,n9492998429,forward,9.9048621,53.6099036
12,n6870850661,forward,9.9591181,53.5746672
4,n8423561486,forward,10.0384272,53.5913623
13,n704403381,forward,10.0028577,53.5869962
4,n354117723,,10.0405567,53.5801363
11,n9467175418,forward,10.1935188,53.6097863
12,n9006289856,backward,9.9722504,53.5820705
7,n6461327745,,9.9877354,53.4502796
12,n4266921912,,9.9668043,53.5825186
2,n5915496990,forward,10.0386046,53.5590553
9,n6867208148,forward,9.9070889,53.6164139
7,n6373113604,forward,9.9961407,53.4647596
0,n6815443673,forward,9.9555015,53.5495273
12,n11978181325,,9.9693926,53.5808377
0,n6745522400,,9.9721924,53.5453793
12,n3950815932,,9.9751436,53.5790476
5,n7468299893,backward,10.0138563,53.5017083
4,n3266218601,backward,10.0421515,53.5846575
7,n7304402774,,9.9884344,53.4580948
4,n3039342880,,10.0416053,53.5871803
4,n2758262139,forward,10.0334648,53.5876136
4,n6229395656,,10.0580384,53.5803354
8,n21664835,forward,10.1070662,53.5989229
0,n499170108,forward,9.970818,53.5500704
2,n6873208721,forward,10.040612,53.5528166
0,n731289002,,9.9528569,53.5463859
2,n1094105239,forward,10.0573956,53.5660538
8,n8640506722,backward,10.1076931,53.5990294
7,n5541170128,,9.9894827,53.4563855
12,n8297298376,forward,9.9677698,53.5724927
2,n10216700704,backward,10.0394811,53.5577589
8,n6207903520,,10.107177,53.5913884
2,n1678495092,,10.0668956,53.5631519
4,n614848389,,10.0562456,53.5913535
12,n8628164755,backward,9.9645445,53.5678573
12,n3950847132,,9.9733815,53.5807958
13,n9195273530,backward,9.986448,53.5776369
7,n5696363628,,9.9934194,53.4575746
2,n8691246758,forward,10.0457726,53.563807
12,n6274099092,forward,9.9610221,53.5764684
2,n6911209943,backward,10.0646974,53.5500783
4,n614848367,,10.0499491,53.5918165
12,n3950848067,,9.9775087,53.574406
4,n362560938,,10.0404797,53.5798575
7,n6461327654,forward,9.9878952,53.4519442
7,n4784238011,forward,9.9806146,53.4514474
4,n5687730694,,10.046395,53.5828299
8,n8640506731,forward,10.1130376,53.5996041
7,n6461327358,forward,9.9889835,53.4570687
12,n3950848164,,9.9777653,53.5773557
13,n9195273519,forward,9.9861303,53.578557
12,n8423211348,backward,9.9801846,53.583062
0,n87972203,backward,9.9631018,53.5468441
12,n766984954,forward,9.956731,53.5827547
0,n6815443674,forward,9.9551873,53.5496625
12,n324665116,,9.9772617,53.5772456
8,n8561852605,forward,10.1244677,53.5859607
12,n8988305823,forward,9.9663702,53.5694142
2,n621303811,,10.0531214,53.5608185
0,n2398431571,,9.948193,53.5490492
4,n8849336556,forward,10.0593664,53.5941585
10,n9695669631,forward,10.2100471,53.4977187
1,n454208821,,10.1462174,53.6241906
7,n95751081,forward,9.9904311,53.4591942
4,n5603932163,,10.0557323,53.5912477
7,n5682719393,backward,9.9897106,53.4558251
4,n2758262288,forward,10.0336604,53.5880102
8,n8640506725,forward,10.1133324,53.5997574
1,n58684636,,10.1382267,53.6264557
7,n6461327356,forward,9.9887404,53.4574807
0,n6564661050,forward,9.962473,53.5493427
8,n8640506732,backward,10.1137844,53.5996876
5,n6358726568,,10.0006072,53.4982828
10,n9695669584,forward,10.2108125,53.5015354
4,n2399922063,,10.039954,53.5802057
8,n5656917130,,10.0956349,53.5883647
13,n300351320,forward,9.9870174,53.59029
4,n5961641504,forward,10.0385745,53.5915618
12,n8953305401,backward,9.9553729,53.5755548
8,n8640506721,forward,10.1073178,53.5988549
7,n10255816628,forward,9.9968402,53.4570164
9,n8983604723,backward,9.9008868,53.610337
9,n1348041173,backward,9.9009436,53.6100593
2,n5682404090,,10.061566,53.5600592
4,n2758340455,,10.0329607,53.5906238
8,n2759227033,,10.1087328,53.5927194
8,n1760954481,forward,10.1224161,53.5868251
0,n5814325054,,9.9476947,53.5462308
8,n8561866231,backward,10.125417,53.584424
2,n2368696406,,10.0675458,53.553555
2,n8714180607,forward,10.046896,53.5581834
4,n3472670177,forward,10.0422909,53.588878
5,n7467173833,backward,10.0186312,53.4915134
2,n1689398441,,10.0564225,53.5629229
4,n2758262115,forward,10.0335337,53.5870201
13,n6063154836,backward,9.9768127,53.5877279
13,n6063154838,forward,9.9773166,53.5876545
4,n5942379327,,10.0331617,53.5824509
7,n6553450080,backward,9.9828855,53.4521777
7,n7131988430,backward,10.0045461,53.4537118
12,n8988305824,forward,9.9665597,53.5691891
10,n9695744042,forward,10.2104989,53.4995303
4,n6054539195,,10.0391824,53.5785751
7,n5555039011,,9.9821747,53.4606631
13,n5915708648,forward,9.9834595,53.5904653
4,n674308815,,10.0485618,53.5849507
0,n5717723039,forward,9.969834,53.5505498
4,n2399922062,,10.0410138,53.580177
12,n8953328611,forward,9.9579202,53.5726024
9,n1618694965,,9.8931097,53.6150024
13,n9120964449,forward,10.0034726,53.5807098
4,n614848379,backward,10.0497537,53.5942867
12,n3950848185,,9.9766617,53.5781513
8,n8640515604,backward,10.1182856,53.5999161
4,n5687421851,,10.0573859,53.5802207
10,n9695744041,forward,10.2105292,53.4993884
12,n6870850660,forward,9.9594058,53.574413
0,n1515320610,forward,9.9536702,53.5457767
12,n8297298378,forward,9.9679652,53.5722923
7,n10253648890,backward,9.9791784,53.4650484
4,n243864915,,10.0519318,53.593238
12,n3950847130,,9.9733025,53.5807626
5,n7472311591,,10.0092422,53.4963843
12,n8953305403,backward,9.954978,53.5754308
2,n959168569,,10.0573395,53.5643703
2,n8691246762,forward,10.0460881,53.5640245
4,n2399904533,backward,10.0496988,53.5786934
7,n6373113602,forward,9.9959194,53.4643221
12,n9006745853,forward,9.9829245,53.5841641
7,n6553330967,forward,9.9793859,53.4575289
8,n5656917128,forward,10.0955544,53.5880415
12,n3950544816,,9.9783756,53.5712794
5,n7467173834,forward,10.0182104,53.4914019
7,n8498064145,forward,9.9889547,53.458031
4,n673394441,,10.0327139,53.591594
4,n614848384,,10.0555293,53.5915137
7,n4144541595,backward,9.9817946,53.4585265
2,n5682404091,,10.0613313,53.5604999
0,n9177744383,forward,9.9578595,53.5515319
13,n326778080,forward,9.9916422,53.5894412
11,n6876207700,forward,10.17417,53.6145122
8,n620818226,,10.1240445,53.5879913
4,n614848357,forward,10.0440652,53.5915972
10,n2600311145,,10.2048533,53.5126341
5,n8443555683,forward,10.0037748,53.5059848
4,n3472670179,forward,10.0420855,53.5890862
2,n6125462001,forward,10.0584771,53.5509581
8,n297474325,,10.1177811,53.5849777
12,n3816068520,forward,9.9559351,53.5701685
12,n3950848182,,9.9765644,53.5781057
4,n614848339,,10.0510693,53.5869057
5,n10248838961,forward,10.0059594,53.506002
12,n7442781324,forward,9.9643225,53.5731612
12,n3816068494,backward,9.9632482,53.5692296
1,n2695405830,,10.1403599,53.6293287
13,n5723231290,forward,9.9887008,53.5741083
2,n638908275,forward,10.0414435,53.5509224
4,n11468860619,forward,10.0441827,53.5939514
4,n5687730695,forward,10.0462903,53.5831888
2,n11001901233,forward,10.0621257,53.5507359
0,n11388201381,forward,9.9624936,53.5492224
12,n3950846428,,9.9773037,53.5745038
2,n5687746164,forward,10.0425238,53.555706
4,n5787398298,forward,10.0333207,53.5844585
13,n7449146034,forward,10.0024823,53.5869327
7,n6553450082,forward,9.98236,53.4521672
2,n3201494261,,10.0647697,53.553967
4,n617962633,,10.0547477,53.5916925
2,n623030056,,10.0550231,53.5608476
11,n6876207688,,10.1746749,53.614595
12,n612033683,,9.9758085,53.5790296
0,n8835177793,forward,9.9629009,53.5471889
2,n9146502788,forward,10.0578742,53.5549635
12,n394554467,forward,9.9577752,53.5805779
2,n6300870111,,10.0423302,53.5608052
7,n6373113605,forward,9.9956826,53.4646639
13,n7017930871,forward,9.9756713,53.5886586
13,n6063154840,forward,9.9742019,53.5864476
9,n1337106629,forward,9.9049444,53.6102034
0,n6566612775,forward,9.9669317,53.5499094
2,n8691246746,forward,10.0454454,53.5652314
2,n9146502772,forward,10.057592,53.5546754
12,n8423211345,forward,9.9791184,53.5814252
12,n467011029,backward,9.9715772,53.5709791
12,n6112881865,forward,9.9597703,53.5745589
2,n1029959962,forward,10.0479585,53.5612441
1,n7177816733,forward,10.160555,53.6255574
4,n7878438517,,10.0321019,53.5933324
0,n5716973435,,9.9552245,53.545708
12,n2467318845,,9.9781543,53.5719348
4,n3039342908,,10.0460308,53.5885647
4,n8423561485,backward,10.038894,53.5913839
5,n8497764485,forward,10.0037418,53.5023259
12,n2281018515,,9.9689573,53.5850934
13,n9195273520,backward,9.9861296,53.5789801
11,n9467152316,forward,10.1931005,53.6095517
2,n6873208731,forward,10.0408404,53.552355
2,n5851255928,forward,10.0489542,53.5523355
7,n5747011669,backward,10.0049138,53.4628441
2,n6126617969,forward,10.0435945,53.5485742
4,n2399922061,,10.0414641,53.5796459
8,n5664689463,,10.1090178,53.5923186
7,n6389319774,forward,9.993918,53.4654646
12,n10300539716,forward,9.9649152,53.5808869
7,n9999902423,forward,9.9906401,53.4592903
12,n9006745852,forward,9.9832993,53.5841727
4,n6007422951,forward,10.0553462,53.582528
2,n371145062,,10.0507555,53.5611377
13,n257109337,forward,9.9833037,53.5905119
5,n2266716517,,9.9994285,53.4986291
2,n5682404095,,10.0551685,53.560688
7,n1366811739,forward,9.9878604,53.452133
7,n94259456,forward,9.9966621,53.4568008
4,n2399904545,backward,10.0492947,53.5788452
4,n10009310673,forward,10.0442445,53.5913892
2,n6126617970,,10.0441016,53.5483678
4,n614848315,,10.0496611,53.5880249
12,n8707360689,forward,9.9622218,53.5779666
8,n5506700128,,10.0985115,53.5888209
12,n8423211346,backward,9.979595,53.5815761
4,n619682585,backward,10.033152,53.5908607
13,n19879914,,9.9883582,53.5840534
12,n8423211342,backward,9.9796829,53.5813648
8,n8640515603,forward,10.1179692,53.5998313
2,n5720120845,forward,10.039114,53.5596048
13,n18649106,,9.9930624,53.5743893
12,n12145794900,forward,9.9556047,53.5793443
12,n9006289858,forward,9.9721042,53.5818165
12,n3144002041,,9.9786749,53.5719351
7,n4697393717,backward,9.9844269,53.4574562
12,n5165402273,backward,9.9574741,53.5725596
2,n2027859328,forward,10.0407743,53.5552706
8,n2759306781,,10.1095952,53.5932958
0,n8024968390,backward,9.9701495,53.5510552
13,n9120964450,forward,10.0029802,53.5807887
13,n8223839493,forward,9.989194,53.5788048
0,n7558904774,,9.9650355,53.5511567
12,n3816070399,forward,9.9556735,53.5704148
8,n623931709,,10.0989067,53.5888132
4,n2399922060,,10.0412098,53.5795966
0,n5834389300,,9.9427219,53.5463329
8,n6207903519,,10.1075052,53.5914094
1,n2695405833,,10.1409215,53.6294092
13,n8223839494,backward,9.9888631,53.579004
4,n8691205268,backward,10.0463011,53.5789396
12,n8707360691,backward,9.9620303,53.5777648
12,n8812237415,forward,9.9563663,53.5812776
12,n9006745850,backward,9.9833564,53.5839789
5,n4017133567,,10.0082228,53.4964793
8,n8561944171,forward,10.1221823,53.5868122
0,n9380037989,forward,9.9695346,53.5461898
9,n1347626602,,9.9068313,53.6163114
5,n7468299896,backward,10.0141494,53.5015291
2,n6648070065,backward,10.0382531,53.5605227
7,n10873334103,backward,10.0031426,53.4629971
10,n5658986792,,10.2013035,53.5123829
8,n8561866233,forward,10.1252418,53.5841131
12,n2338997495,forward,9.9692408,53.5843834
12,n9006289860,forward,9.9716496,53.5820551
12,n5077433443,,9.9706274,53.5678873
12,n3144002046,,9.9788248,53.5724163
2,n903147497,forward,10.0671482,53.5501027
4,n6367475802,backward,10.053234,53.5848305
12,n3950815921,,9.9751187,53.5787748
13,n960118982,forward,9.9871673,53.5900675
1,n58635713,both,10.1362293,53.6349249
13,n6063154837,forward,9.9767429,53.5873331
4,n11468860618,backward,10.0441602,53.5940316
7,n5541170127,forward,9.9894045,53.4563301
9,n5593354351,,9.9038681,53.6087976
7,n5713781394,forward,9.9804304,53.4515993
9,n1347626563,backward,9.9073181,53.6162538
0,n8212501657,,9.9442184,53.5494718
12,n8804529843,forward,9.9562133,53.5680163
13,n5723231291,backward,9.9889294,53.5742742
0,n5835930858,forward,9.9699138,53.5501286
4,n5787398297,,10.0337618,53.5842848
7,n6553330965,backward,9.9798712,53.457497
13,n6994676883,forward,9.980189,53.5886817
12,n3816068514,,9.9574463,53.5698328
4,n354086514,,10.0404465,53.5800677
12,n8493727535,backward,9.9742856,53.5690519
